run,momentum_config,search_momentum,muon_nesterov,search_nesterov,interval_index,start_step,interval_muon_lr,interval_muon_momentum,interval_muon_nesterov,cooldown_muon_lr,cooldown_muon_momentum,cooldown_muon_nesterov,final_loss
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,True,0.043,0.8,True,0.948524
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,True,0.026,0.8,True,0.917251
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.8,True,0.016,0.8,True,0.930358
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.9,True,0.072,0.9,True,0.984127
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.9,True,0.043,0.9,True,0.949702
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.9,True,0.026,0.9,True,0.920705
0,search_momentum_search_nesterov,True,False,True,2,4,0.043,0.9,True,0.016,0.9,True,0.935127
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,False,0.2,0.9,False,1.167929
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,False,0.12,0.9,False,1.06904
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,False,0.072,0.9,False,0.965631
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,False,0.043,0.9,False,0.954059
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,False,0.026,0.9,False,0.949354
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,False,0.016,0.9,False,0.949817
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,True,0.2,0.9,True,1.161993
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,True,0.12,0.9,True,1.10241
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,True,0.072,0.9,True,0.930149
0,search_momentum_search_nesterov,True,False,True,3,6,0.12,0.9,True,0.043,0.9,True,0.935859
0,search_momentum_search_nesterov,True,False,True,3,6,0.072,0.8,False,0.12,0.8,False,1.047684
0,search_momentum_search_nesterov,True,False,True,3,6,0.072,0.8,False,0.072,0.8,False,0.992652
0,search_momentum_search_nesterov,True,False,True,3,6,0.072,0.8,False,0.043,0.8,False,0.920862
